comp,compID_num,comp_name_simple,comp_name_full,specie.A,specie.B1,specie.B2,specie.X,element.A,element.B1,element.B2,element.X,r_ionic.A,r_ionic.B1,r_ionic.B2,r_ionic.X,oct_factor,oct_mismatch,gen_t_factor,geom_stable,broken_condition,tau_factor,block.B1,row.B1,inputcharge.B1,block.B2,row.B2,inputcharge.B2,used_lobbasis,used_lobbasis_func,block_pairing
2989_CsAgLaBr,2989,CsAgLaBr,Cs2AgLaBr6,Cs+,Ag+,La3+,Br-,Cs,Ag,La,Br,188.0,115.0,103.2,196.0,0.5566326530612244,0.0301020408163264,0.8898840465824622,True,,3.963114428984924,d,5,1,f,6.0,3,basisset0,"{'Ag': ' 4d 5s', 'La': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
2990_CsRbRhBr,2990,CsRbRhBr,Cs2RbRhBr6,Cs+,Rb+,Rh3+,Br-,Cs,Rb,Rh,Br,188.0,152.0,66.5,196.0,0.5573979591836735,0.2181122448979592,0.8851999711372622,False,OL,3.964304358290428,s,5,1,d,5.0,3,basisset0,"{'Rb': ' 4p 4s', 'Rh': ' 4d 4p 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
2991_CsScAgBr,2991,CsScAgBr,Cs2ScAgBr6,Cs+,Sc3+,Ag+,Br-,Cs,Sc,Ag,Br,188.0,74.5,115.0,196.0,0.4834183673469387,0.1033163265306122,0.9327612058901938,False,OL,3.9643524897464624,d,4,3,d,5.0,1,basisset0,"{'Sc': ' 3d 3p 3s 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
2993_CsAgCdBr,2993,CsAgCdBr,Cs2AgCdBr6,Cs+,Ag2+,Cd2+,Br-,Cs,Ag,Cd,Br,188.0,94.0,95.0,196.0,0.4821428571428571,0.0025510204081632,0.934694674284366,True,,3.966333660219712,d,5,2,d,5.0,2,basisset0,"{'Ag': ' 4d 5s', 'Cd': ' 4d 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
2992_CsMgEuBr,2992,CsMgEuBr,Cs2MgEuBr6,Cs+,Mg2+,Eu2+,Br-,Cs,Mg,Eu,Br,188.0,72.0,117.0,196.0,0.4821428571428571,0.1147959183673469,0.9332967224313944,False,OL,3.966333660219712,s,3,2,f,6.0,2,basisset0,"{'Mg': ' 3s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-s
2994_CsCuAcBr,2994,CsCuAcBr,Cs2CuAcBr6,Cs+,Cu+,Ac3+,Br-,Cs,Cu,Ac,Br,188.0,77.0,112.0,196.0,0.4821428571428571,0.0892857142857143,0.93384852255997,False,OL,3.966333660219712,d,4,1,f,7.0,3,basisset0,"{'Cu': ' 3d 4s', 'Ac': ' 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
2995_CsTiTmBr,2995,CsTiTmBr,Cs2TiTmBr6,Cs+,Ti2+,Tm2+,Br-,Cs,Ti,Tm,Br,188.0,86.0,103.0,196.0,0.4821428571428571,0.0433673469387755,0.9344953728451972,True,,3.966333660219712,d,4,2,f,6.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Tm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
2996_CsVNpBr,2996,CsVNpBr,Cs2VNpBr6,Cs+,V2+,Np2+,Br-,Cs,V,Np,Br,188.0,79.0,110.0,196.0,0.4821428571428571,0.0790816326530612,0.934030831498018,False,OL,3.966333660219712,d,4,2,f,7.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Np': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
2997_CsAgPaBr,2997,CsAgPaBr,Cs2AgPaBr6,Cs+,Ag+,Pa3+,Br-,Cs,Ag,Pa,Br,188.0,115.0,104.0,196.0,0.5586734693877551,0.0280612244897958,0.8887299666127758,True,,3.96634594722523,d,5,1,f,7.0,3,basisset0,"{'Ag': ' 4d 5s', 'Pa': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
2998_CsEuYbBr,2998,CsEuYbBr,Cs2EuYbBr6,Cs+,Eu2+,Yb2+,Br-,Cs,Eu,Yb,Br,188.0,117.0,102.0,196.0,0.5586734693877551,0.0382653061224489,0.8886680873662964,True,,3.96634594722523,f,6,2,f,6.0,2,basisset0,"{'Eu': ' 4f 5p 5s 6s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-f
3000_CsCaPbBr,3000,CsCaPbBr,Cs2CaPbBr6,Cs+,Ca2+,Pb2+,Br-,Cs,Ca,Pb,Br,188.0,100.0,119.0,196.0,0.5586734693877551,0.048469387755102,0.8885871878509671,True,,3.96634594722523,s,4,2,p,6.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",p-s
3001_CsTiRbBr,3001,CsTiRbBr,Cs2TiRbBr6,Cs+,Ti3+,Rb+,Br-,Cs,Ti,Rb,Br,188.0,67.0,152.0,196.0,0.5586734693877551,0.2168367346938775,0.8845326201662388,False,OL,3.96634594722523,d,4,3,s,5.0,1,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Rb': ' 4p 4s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3002_CsMoTlBr,3002,CsMoTlBr,Cs2MoTlBr6,Cs+,Mo3+,Tl+,Br-,Cs,Mo,Tl,Br,188.0,69.0,150.0,196.0,0.5586734693877551,0.2066326530612245,0.8849224223005844,False,OL,3.96634594722523,d,5,3,p,6.0,1,basisset0,"{'Mo': ' 4d 4p 4s 5s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-p
3003_CsNaYbBr,3003,CsNaYbBr,Cs2NaYbBr6,Cs+,Na+,Yb3+,Br-,Cs,Na,Yb,Br,188.0,102.0,86.8,196.0,0.4816326530612245,0.0387755102040816,0.9348571715997616,True,,3.967144828160384,s,3,1,f,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-s
3004_CsCoPbBr,3004,CsCoPbBr,Cs2CoPbBr6,Cs+,Co2+,Pb2+,Br-,Cs,Co,Pb,Br,188.0,69.75,119.0,196.0,0.4815051020408163,0.1256377551020408,0.933421007617084,False,OL,3.9673492905925176,d,4,2,p,6.0,2,basisset0,"{'Co': ' 3d 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-p
3005_CsFePbBr,3005,CsFePbBr,Cs2FePbBr6,Cs+,Fe2+,Pb2+,Br-,Cs,Fe,Pb,Br,188.0,69.5,119.0,196.0,0.4808673469387755,0.1262755102040816,0.93380451509403,False,OL,3.968381628879514,d,4,2,p,6.0,2,basisset0,"{'Fe': ' 3d 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-p
3006_CsNaLuBr,3006,CsNaLuBr,Cs2NaLuBr6,Cs+,Na+,Lu3+,Br-,Cs,Na,Lu,Br,188.0,102.0,86.1,196.0,0.4798469387755102,0.0405612244897959,0.9359697339199832,True,,3.970068144702988,s,3,1,d,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Lu': ' 4f 5d 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3007_CsMoHgBr,3007,CsMoHgBr,Cs2MoHgBr6,Cs+,Mo3+,Hg+,Br-,Cs,Mo,Hg,Br,188.0,69.0,119.0,196.0,0.4795918367346938,0.1275510204081632,0.9345721718413594,False,OL,3.9704964647566494,d,5,3,d,6.0,1,basisset0,"{'Mo': ' 4d 4p 4s 5s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
3008_CsNiPbBr,3008,CsNiPbBr,Cs2NiPbBr6,Cs+,Ni2+,Pb2+,Br-,Cs,Ni,Pb,Br,188.0,69.0,119.0,196.0,0.4795918367346938,0.1275510204081632,0.9345721718413594,False,OL,3.9704964647566494,d,4,2,p,6.0,2,basisset0,"{'Ni': ' 3d 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-p
3010_CsPoVacBr,3010,CsPoVacBr,Cs2PoVacBr6,Cs+,Po4+,,Br-,Cs,Po,,Br,188.0,94.0,,196.0,0.4795918367346938,0.0,0.9363069102608076,True,,3.9704964647566494,p,6,4,Vac,,0,basisset0,"{'Po': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",Vac-p
3009_CsLiAcBr,3009,CsLiAcBr,Cs2LiAcBr6,Cs+,Li+,Ac3+,Br-,Cs,Li,Ac,Br,188.0,76.0,112.0,196.0,0.4795918367346938,0.0918367346938775,0.935406417188646,False,OL,3.9704964647566494,s,2,1,f,7.0,3,basisset0,"{'Li': ' 1s 2s', 'Ac': ' 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-s
3011_CsTiYbBr,3011,CsTiYbBr,Cs2TiYbBr6,Cs+,Ti2+,Yb2+,Br-,Cs,Ti,Yb,Br,188.0,86.0,102.0,196.0,0.4795918367346938,0.0408163265306122,0.9361288289677206,True,,3.9704964647566494,d,4,2,f,6.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3012_CsThVacBr,3012,CsThVacBr,Cs2ThVacBr6,Cs+,Th4+,,Br-,Cs,Th,,Br,188.0,94.0,,196.0,0.4795918367346938,0.0,0.9363069102608076,True,,3.9704964647566494,f,7,4,Vac,,0,basisset0,"{'Th': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",Vac-f
3013_CsRbIrBr,3013,CsRbIrBr,Cs2RbIrBr6,Cs+,Rb+,Ir3+,Br-,Cs,Rb,Ir,Br,188.0,152.0,68.0,196.0,0.5612244897959183,0.2142857142857142,0.8831998056960642,False,OL,3.97064909533459,s,5,1,d,6.0,3,basisset0,"{'Rb': ' 4p 4s', 'Ir': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3014_CsSrYbBr,3014,CsSrYbBr,Cs2SrYbBr6,Cs+,Sr2+,Yb2+,Br-,Cs,Sr,Yb,Br,188.0,118.0,102.0,196.0,0.5612244897959183,0.0408163265306122,0.8871980996575918,True,,3.97064909533459,s,5,2,f,6.0,2,basisset0,"{'Sr': ' 4p 4s 5s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-s
3015_CsHgNpBr,3015,CsHgNpBr,Cs2HgNpBr6,Cs+,Hg+,Np3+,Br-,Cs,Hg,Np,Br,188.0,119.0,101.0,196.0,0.5612244897959183,0.0459183673469387,0.8871578475403453,True,,3.97064909533459,d,6,1,f,7.0,3,basisset0,"{'Hg': ' 5d 6s', 'Np': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3016_CsRbRuBr,3016,CsRbRuBr,Cs2RbRuBr6,Cs+,Rb+,Ru3+,Br-,Cs,Rb,Ru,Br,188.0,152.0,68.0,196.0,0.5612244897959183,0.2142857142857142,0.8831998056960642,False,OL,3.97064909533459,s,5,1,d,5.0,3,basisset0,"{'Rb': ' 4p 4s', 'Ru': ' 4d 4p 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3017_CsMgRaBr,3017,CsMgRaBr,Cs2MgRaBr6,Cs+,Mg2+,Ra2+,Br-,Cs,Mg,Ra,Br,188.0,72.0,148.0,196.0,0.5612244897959183,0.1938775510204081,0.8839482960998529,False,OL,3.97064909533459,s,3,2,s,7.0,2,basisset0,"{'Mg': ' 3s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",s-s
3018_CsEuTmBr,3018,CsEuTmBr,Cs2EuTmBr6,Cs+,Eu2+,Tm2+,Br-,Cs,Eu,Tm,Br,188.0,117.0,103.0,196.0,0.5612244897959183,0.0357142857142857,0.8872336207820033,True,,3.97064909533459,f,6,2,f,6.0,2,basisset0,"{'Eu': ' 4f 5p 5s 6s', 'Tm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-f
3019_CsSrHgBr,3019,CsSrHgBr,Cs2SrHgBr6,Cs+,Sr2+,Hg2+,Br-,Cs,Sr,Hg,Br,188.0,118.0,102.0,196.0,0.5612244897959183,0.0408163265306122,0.8871980996575918,True,,3.97064909533459,s,5,2,d,6.0,2,basisset0,"{'Sr': ' 4p 4s 5s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3020_CsCeHgBr,3020,CsCeHgBr,Cs2CeHgBr6,Cs+,Ce3+,Hg+,Br-,Cs,Ce,Hg,Br,188.0,101.0,119.0,196.0,0.5612244897959183,0.0459183673469387,0.8871578475403453,True,,3.97064909533459,f,6,3,d,6.0,1,basisset0,"{'Ce': ' 4f 5d 5p 5s 6s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3021_CsCoSrBr,3021,CsCoSrBr,Cs2CoSrBr6,Cs+,Co2+,Sr2+,Br-,Cs,Co,Sr,Br,188.0,69.75,118.0,196.0,0.4789540816326531,0.1230867346938775,0.9350928369229692,False,OL,3.9715789809990087,d,4,2,s,5.0,2,basisset0,"{'Co': ' 3d 4s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3022_CsFeSrBr,3022,CsFeSrBr,Cs2FeSrBr6,Cs+,Fe2+,Sr2+,Br-,Cs,Fe,Sr,Br,188.0,69.5,118.0,196.0,0.4783163265306122,0.1237244897959183,0.9354780626284676,False,OL,3.9726782424605895,d,4,2,s,5.0,2,basisset0,"{'Fe': ' 3d 4s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3024_CsRuHgBr,3024,CsRuHgBr,Cs2RuHgBr6,Cs+,Ru3+,Hg+,Br-,Cs,Ru,Hg,Br,188.0,68.0,119.0,196.0,0.4770408163265306,0.1301020408163265,0.9361100528792872,False,OL,3.974927042188967,d,5,3,d,6.0,1,basisset0,"{'Ru': ' 4d 4p 5s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
3025_CsNaAuBr,3025,CsNaAuBr,Cs2NaAuBr6,Cs+,Na+,Au3+,Br-,Cs,Na,Au,Br,188.0,102.0,85.0,196.0,0.4770408163265306,0.0433673469387755,0.9377219477693784,True,,3.974927042188967,s,3,1,d,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3026_CsAgTaBr,3026,CsAgTaBr,Cs2AgTaBr6,Cs+,Ag+,Ta3+,Br-,Cs,Ag,Ta,Br,188.0,115.0,72.0,196.0,0.4770408163265306,0.1096938775510203,0.9366334245719542,False,OL,3.974927042188967,d,5,1,d,6.0,3,basisset0,"{'Ag': ' 4d 5s', 'Ta': ' 5d 5p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
3027_CsDyPtBr,3027,CsDyPtBr,Cs2DyPtBr6,Cs+,Dy2+,Pt2+,Br-,Cs,Dy,Pt,Br,188.0,107.0,80.0,196.0,0.4770408163265306,0.0688775510204081,0.9374145442130544,False,OL,3.974927042188967,f,6,2,d,6.0,2,basisset0,"{'Dy': ' 4f 5p 5s 6s', 'Pt': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3028_CsNbAgBr,3028,CsNbAgBr,Cs2NbAgBr6,Cs+,Nb3+,Ag+,Br-,Cs,Nb,Ag,Br,188.0,72.0,115.0,196.0,0.4770408163265306,0.1096938775510203,0.9366334245719542,False,OL,3.974927042188967,d,5,3,d,5.0,1,basisset0,"{'Nb': ' 4d 4p 4s 5s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
3029_CsNiSrBr,3029,CsNiSrBr,Cs2NiSrBr6,Cs+,Ni2+,Sr2+,Br-,Cs,Ni,Sr,Br,188.0,69.0,118.0,196.0,0.4770408163265306,0.125,0.9362491618333804,False,OL,3.974927042188967,d,4,2,s,5.0,2,basisset0,"{'Ni': ' 3d 4s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3030_CsIrHgBr,3030,CsIrHgBr,Cs2IrHgBr6,Cs+,Ir3+,Hg+,Br-,Cs,Ir,Hg,Br,188.0,68.0,119.0,196.0,0.4770408163265306,0.1301020408163265,0.9361100528792872,False,OL,3.974927042188967,d,6,3,d,6.0,1,basisset0,"{'Ir': ' 5d 6s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
3031_CsHgPbBr,3031,CsHgPbBr,Cs2HgPbBr6,Cs+,Hg2+,Pb2+,Br-,Cs,Hg,Pb,Br,188.0,102.0,119.0,196.0,0.5637755102040817,0.0433673469387755,0.885731848287266,True,,3.975247588029978,d,6,2,p,6.0,2,basisset0,"{'Hg': ' 5d 6s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-p
3032_CsPdBaBr,3032,CsPdBaBr,Cs2PdBaBr6,Cs+,Pd2+,Ba2+,Br-,Cs,Pd,Ba,Br,188.0,86.0,135.0,196.0,0.5637755102040817,0.125,0.8844903834141862,True,,3.975247588029978,d,5,2,s,6.0,2,basisset0,"{'Pd': ' 4d 5s', 'Ba': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3033_CsGeRaBr,3033,CsGeRaBr,Cs2GeRaBr6,Cs+,Ge2+,Ra2+,Br-,Cs,Ge,Ra,Br,188.0,73.0,148.0,196.0,0.5637755102040817,0.1913265306122449,0.8826052946017631,False,OL,3.975247588029978,p,4,2,s,7.0,2,basisset0,"{'Ge': ' 3d 4p 4s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",p-s
3035_CsCuRaBr,3035,CsCuRaBr,Cs2CuRaBr6,Cs+,Cu2+,Ra2+,Br-,Cs,Cu,Ra,Br,188.0,73.0,148.0,196.0,0.5637755102040817,0.1913265306122449,0.8826052946017631,False,OL,3.975247588029978,d,4,2,s,7.0,2,basisset0,"{'Cu': ' 3d 4s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3036_CsRbMoBr,3036,CsRbMoBr,Cs2RbMoBr6,Cs+,Rb+,Mo3+,Br-,Cs,Rb,Mo,Br,188.0,152.0,69.0,196.0,0.5637755102040817,0.211734693877551,0.8818695096795761,False,OL,3.975247588029978,s,5,1,d,5.0,3,basisset0,"{'Rb': ' 4p 4s', 'Mo': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3037_CsTiBaBr,3037,CsTiBaBr,Cs2TiBaBr6,Cs+,Ti2+,Ba2+,Br-,Cs,Ti,Ba,Br,188.0,86.0,135.0,196.0,0.5637755102040817,0.125,0.8844903834141862,True,,3.975247588029978,d,4,2,s,6.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Ba': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3038_CsCaAmBr,3038,CsCaAmBr,Cs2CaAmBr6,Cs+,Ca2+,Am2+,Br-,Cs,Ca,Am,Br,188.0,100.0,121.0,196.0,0.5637755102040817,0.0535714285714285,0.88564232581058,True,,3.975247588029978,s,4,2,f,7.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-s
3039_CsYbPbBr,3039,CsYbPbBr,Cs2YbPbBr6,Cs+,Yb2+,Pb2+,Br-,Cs,Yb,Pb,Br,188.0,102.0,119.0,196.0,0.5637755102040817,0.0433673469387755,0.885731848287266,True,,3.975247588029978,f,6,2,p,6.0,2,basisset0,"{'Yb': ' 4f 5p 5s 6s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-p
3040_CsCoEuBr,3040,CsCoEuBr,Cs2CoEuBr6,Cs+,Co2+,Eu2+,Br-,Cs,Co,Eu,Br,188.0,69.75,117.0,196.0,0.4764030612244898,0.1205357142857142,0.9367695004651424,False,OL,3.976076601904688,d,4,2,f,6.0,2,basisset0,"{'Co': ' 3d 4s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3042_CsCrNpBr,3042,CsCrNpBr,Cs2CrNpBr6,Cs+,Cr2+,Np2+,Br-,Cs,Cr,Np,Br,188.0,76.5,110.0,196.0,0.475765306122449,0.0854591836734694,0.9379486768776564,False,OL,3.977242949738218,d,4,2,f,7.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Np': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3045_CsFeEuBr,3045,CsFeEuBr,Cs2FeEuBr6,Cs+,Fe2+,Eu2+,Br-,Cs,Fe,Eu,Br,188.0,69.5,117.0,196.0,0.475765306122449,0.1211734693877551,0.9371564540662564,False,OL,3.977242949738218,d,4,2,f,6.0,2,basisset0,"{'Fe': ' 3d 4s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3046_CsHgUBr,3046,CsHgUBr,Cs2HgUBr6,Cs+,Hg+,U3+,Br-,Cs,Hg,U,Br,188.0,119.0,102.5,196.0,0.5650510204081632,0.0420918367346939,0.8850201002915143,True,,3.977658386077711,d,6,1,f,7.0,3,basisset0,"{'Hg': ' 5d 6s', 'U': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3047_CsCaPdBr,3047,CsCaPdBr,Cs2CaPdBr6,Cs+,Ca2+,Pd2+,Br-,Cs,Ca,Pd,Br,188.0,100.0,86.0,196.0,0.4744897959183674,0.0357142857142857,0.9394089538328074,True,,3.979626056515402,s,4,2,d,5.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Pd': ' 4d 5s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3048_CsTiHgBr,3048,CsTiHgBr,Cs2TiHgBr6,Cs+,Ti3+,Hg+,Br-,Cs,Ti,Hg,Br,188.0,67.0,119.0,196.0,0.4744897959183674,0.1326530612244898,0.9376513579387956,False,OL,3.979626056515402,d,4,3,d,6.0,1,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
3049_CsNiEuBr,3049,CsNiEuBr,Cs2NiEuBr6,Cs+,Ni2+,Eu2+,Br-,Cs,Ni,Eu,Br,188.0,69.0,117.0,196.0,0.4744897959183674,0.1224489795918367,0.9379310151206606,False,OL,3.979626056515402,d,4,2,f,6.0,2,basisset0,"{'Ni': ' 3d 4s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
3051_CsCaTiBr,3051,CsCaTiBr,Cs2CaTiBr6,Cs+,Ca2+,Ti2+,Br-,Cs,Ca,Ti,Br,188.0,100.0,86.0,196.0,0.4744897959183674,0.0357142857142857,0.9394089538328074,True,,3.979626056515402,s,4,2,d,4.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Ti': ' 3d 3p 3s 4s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3052_CsCaSmBr,3052,CsCaSmBr,Cs2CaSmBr6,Cs+,Ca2+,Sm2+,Br-,Cs,Ca,Sm,Br,188.0,100.0,122.0,196.0,0.5663265306122449,0.0561224489795918,0.8841755583690791,True,,3.98014399261632,s,4,2,f,6.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-s
3053_CsNbTlBr,3053,CsNbTlBr,Cs2NbTlBr6,Cs+,Nb3+,Tl+,Br-,Cs,Nb,Tl,Br,188.0,72.0,150.0,196.0,0.5663265306122449,0.1989795918367347,0.8809123735453653,False,OL,3.98014399261632,d,5,3,p,6.0,1,basisset0,"{'Nb': ' 4d 4p 4s 5s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-p
3054_CsTmPbBr,3054,CsTmPbBr,Cs2TmPbBr6,Cs+,Tm2+,Pb2+,Br-,Cs,Tm,Pb,Br,188.0,103.0,119.0,196.0,0.5663265306122449,0.0408163265306122,0.8843091860319338,True,,3.98014399261632,f,6,2,p,6.0,2,basisset0,"{'Tm': ' 4f 5p 5s 6s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-p
3055_CsTaTlBr,3055,CsTaTlBr,Cs2TaTlBr6,Cs+,Ta3+,Tl+,Br-,Cs,Ta,Tl,Br,188.0,72.0,150.0,196.0,0.5663265306122449,0.1989795918367347,0.8809123735453653,False,OL,3.98014399261632,d,6,3,p,6.0,1,basisset0,"{'Ta': ' 5d 5p 6s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-p
3056_CsAuAuBr,3056,CsAuAuBr,Cs2AuAuBr6,Cs+,Au+,Au3+,Br-,Cs,Au,Au,Br,188.0,137.0,85.0,196.0,0.5663265306122449,0.1326530612244898,0.8828776054754809,True,,3.98014399261632,d,6,1,d,6.0,3,basisset0,"{'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d
3057_CsHgBiBr,3057,CsHgBiBr,Cs2HgBiBr6,Cs+,Hg+,Bi3+,Br-,Cs,Hg,Bi,Br,188.0,119.0,103.0,196.0,0.5663265306122449,0.0408163265306122,0.8843091860319338,True,,3.98014399261632,d,6,1,p,6.0,3,basisset0,"{'Hg': ' 5d 6s', 'Bi': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-p
3058_CsZnRaBr,3058,CsZnRaBr,Cs2ZnRaBr6,Cs+,Zn2+,Ra2+,Br-,Cs,Zn,Ra,Br,188.0,74.0,148.0,196.0,0.5663265306122449,0.1887755102040816,0.8812649147795064,False,OL,3.98014399261632,d,4,2,s,7.0,2,basisset0,"{'Zn': ' 3d 4s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s
3059_CsLaHgBr,3059,CsLaHgBr,Cs2LaHgBr6,Cs+,La3+,Hg+,Br-,Cs,La,Hg,Br,188.0,103.2,119.0,196.0,0.5668367346938775,0.0403061224489795,0.8840250536581299,True,,3.981159257565564,f,6,3,d,6.0,1,basisset0,"{'La': ' 5p 5s 6s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f
